Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
regulation_of_production_of_molecular_mediator_of_immune_response(4)	87	0.52555	0.84416	1	0.47445	0.15684	0.31472	0.30458	0.000999	0.00151	39	0.27675	0.23576	0.41997	41	0.21232	0.21878	0.37618
regulation_of_proteasomal_protein_catabolic_process(7)	190	0.44862	0.11688	0.84357	0.55138	0.88412	1	0.19523	0.000999	0.00151	98	0.1234	0.000999	0.0078325	86	0.22093	0.17882	0.32651
regulation_of_proteasomal_ubiquitin_dependent_protein_catabolic_process(8)	121	0.43545	0.096903	0.74674	0.56455	0.9041	1	0.16087	0.000999	0.00151	67	0.12666	0.000999	0.0078325	53	0.18828	0.075924	0.18598
regulation_of_protein_acetylation(7)	52	0.41421	0.11089	0.81166	0.58579	0.89011	1	0.1403	0.000999	0.00151	31	0.13781	0.000999	0.0078325	20	0.10116	0.016983	0.065129
regulation_of_protein_activation_cascade(4)	13	0.5402	0.68731	1	0.4598	0.31369	0.50881	0.11616	0.000999	0.00151	6	0.12961	0.078921	0.19909	7	0.10464	0.1039	0.23007
regulation_of_protein_autophosphorylation(8)	31	0.58293	0.92607	1	0.41707	0.074925	0.18281	0.13351	0.000999	0.00151	13	0.16464	0.050949	0.15039	18	0.11103	0.014985	0.059584
regulation_of_protein_binding(5)	145	0.53253	0.92308	1	0.46747	0.077922	0.18793	0.20522	0.000999	0.00151	61	0.12898	0.000999	0.0078325	77	0.19337	0.041958	0.1224
regulation_of_protein_catabolic_process(5)	328	0.48435	0.47852	1	0.51565	0.52248	0.72787	0.20036	0.000999	0.00151	159	0.14402	0.000999	0.0078325	158	0.20138	0.021978	0.078483
regulation_of_protein_complex_assembly(4)	297	0.50982	0.87512	1	0.49018	0.12587	0.27001	0.20681	0.000999	0.00151	142	0.19041	0.000999	0.0078325	146	0.17386	0.001998	0.013547
regulation_of_protein_complex_disassembly(4)	80	0.35017	0.000999	0.0217	0.64983	1	1	0.22731	0.000999	0.00151	51	0.17363	0.000999	0.0078325	24	0.1804	0.13387	0.27073
regulation_of_protein_deacetylation(7)	32	0.44115	0.27273	1	0.55885	0.72827	0.91197	0.15524	0.000999	0.00151	18	0.14774	0.018981	0.073717	13	0.10063	0.03996	0.11817
regulation_of_protein_dephosphorylation(7)	25	0.61091	0.94106	1	0.38909	0.05994	0.15474	0.18452	0.000999	0.00151	9	0.15084	0.070929	0.1861	14	0.089677	0.024975	0.085929
regulation_of_protein_depolymerization(5)	70	0.34957	0.002997	0.048707	0.65043	0.998	1	0.21295	0.000999	0.00151	43	0.13199	0.000999	0.0078325	22	0.19232	0.17882	0.32651
regulation_of_protein_export_from_nucleus(6)	30	0.45719	0.34466	1	0.54281	0.65634	0.85046	0.1747	0.000999	0.00151	15	0.089074	0.002997	0.018503	15	0.26032	0.54745	0.68388
regulation_of_protein_glycosylation(5)	12	0.55436	0.74226	1	0.44564	0.25874	0.44713	0.28354	0.016983	0.0208	5	0.25984	0.35165	0.53926	6	0.18387	0.33566	0.49608
regulation_of_protein_homodimerization_activity(6)	17	0.61652	0.91908	1	0.38348	0.081918	0.19443	0.2213	0.002997	0.004179	6	0.20755	0.23876	0.42384	10	0.15168	0.16184	0.30663
regulation_of_protein_homooligomerization(6)	13	0.78108	0.995	1	0.21892	0.005994	0.027147	0.18037	0.000999	0.00151	2	0.16322	0.31568	0.50449	11	0.18349	0.25175	0.4114
regulation_of_protein_import_into_nucleus(6)	153	0.59233	1	1	0.40767	0.000999	0.0072255	0.23295	0.000999	0.00151	60	0.25282	0.077922	0.19792	90	0.19413	0.044955	0.12829
regulation_of_protein_import_into_nucleus_translocation(6)	20	0.61399	0.92707	1	0.38601	0.073926	0.18103	0.18495	0.000999	0.00151	6	0.02155	0.007992	0.039604	14	0.25499	0.55744	0.69107
regulation_of_protein_kinase_A_signaling(6)	18	0.46416	0.43756	1	0.53584	0.56344	0.76431	0.3274	0.016983	0.0208	10	0.33374	0.55744	0.71158	7	0.22226	0.3976	0.55329
regulation_of_protein_kinase_B_signaling(6)	118	0.59791	1	1	0.40209	0.000999	0.0072255	0.26636	0.000999	0.00151	45	0.27527	0.2018	0.38004	64	0.15693	0.008991	0.040847
regulation_of_protein_kinase_C_signaling(6)	17	0.65881	0.96803	1	0.34119	0.032967	0.099763	0.29973	0.014985	0.018532	6	0.45791	0.85115	0.92106	11	0.21346	0.34965	0.509
regulation_of_protein_kinase_activity(7)	567	0.5337	0.997	1	0.4663	0.003996	0.020197	0.21847	0.000999	0.00151	254	0.19949	0.000999	0.0078325	287	0.16447	0.000999	0.0079587
regulation_of_protein_localization_to_cell_surface(6)	21	0.60607	0.92108	1	0.39393	0.07992	0.19083	0.2611	0.000999	0.00151	9	0.37366	0.68831	0.81596	11	0.10184	0.050949	0.14048
regulation_of_protein_localization_to_nucleus(6)	174	0.58866	1	1	0.41134	0.000999	0.0072255	0.24648	0.000999	0.00151	68	0.25629	0.060939	0.1687	101	0.20257	0.063936	0.1652
regulation_of_protein_localization_to_plasma_membrane(5)	56	0.60934	0.996	1	0.39066	0.004995	0.023727	0.18508	0.000999	0.00151	23	0.27415	0.28172	0.46674	33	0.12301	0.008991	0.040847
regulation_of_protein_modification_by_small_protein_conjugation_or_removal(7)	166	0.55556	0.99001	1	0.44444	0.010989	0.042783	0.19779	0.000999	0.00151	72	0.20178	0.000999	0.0078325	92	0.17723	0.008991	0.040847
regulation_of_protein_oligomerization(5)	27	0.5935	0.92807	1	0.4065	0.072927	0.17923	0.24502	0.000999	0.00151	9	0.12727	0.050949	0.15039	16	0.21689	0.31868	0.47935
regulation_of_protein_polymerization(5)	152	0.46704	0.28671	1	0.53296	0.71429	0.90135	0.20164	0.000999	0.00151	79	0.1698	0.000999	0.0078325	70	0.20337	0.10589	0.23318
regulation_of_protein_polyubiquitination(9)	9	0.57351	0.77123	1	0.42649	0.22977	0.4138	0.18715	0.003996	0.0054487	3	0.0012392	0.020979	0.079489	6	0.2801	0.63137	0.75087
regulation_of_protein_processing(6)	353	0.54081	0.995	1	0.45919	0.005994	0.027147	0.27936	0.000999	0.00151	138	0.16821	0.000999	0.0078325	166	0.15905	0.000999	0.0079587
regulation_of_protein_secretion(6)	322	0.55942	1	1	0.44058	0.000999	0.0072255	0.29916	0.000999	0.00151	132	0.27619	0.090909	0.22115	159	0.18158	0.001998	0.013547
regulation_of_protein_serine_threonine_kinase_activity(8)	362	0.52334	0.96404	1	0.47666	0.036963	0.10848	0.20361	0.000999	0.00151	166	0.18057	0.000999	0.0078325	182	0.16336	0.000999	0.0079587
regulation_of_protein_stability(4)	149	0.52985	0.91808	1	0.47015	0.082917	0.19624	0.1452	0.000999	0.00151	71	0.16529	0.000999	0.0078325	77	0.11557	0.000999	0.0079587
regulation_of_protein_sumoylation(8)	16	0.69016	0.97602	1	0.30984	0.024975	0.080787	0.22211	0.001998	0.002859	5	0.3639	0.62737	0.76643	11	0.15766	0.16084	0.30604
regulation_of_protein_targeting(6)	241	0.57129	1	1	0.42871	0.000999	0.0072255	0.23943	0.000999	0.00151	101	0.25705	0.045954	0.14004	132	0.17985	0.002997	0.018216
regulation_of_protein_targeting_to_membrane(4)	24	0.53599	0.75824	1	0.46401	0.24276	0.4306	0.22311	0.000999	0.00151	11	0.22774	0.21479	0.39558	12	0.15413	0.15085	0.2926
regulation_of_protein_targeting_to_mitochondrion(6)	65	0.53279	0.82118	1	0.46721	0.17982	0.34683	0.2704	0.000999	0.00151	30	0.27627	0.29471	0.48004	31	0.17059	0.077922	0.18962
regulation_of_protein_transport(5)	609	0.56332	1	1	0.43668	0.000999	0.0072255	0.26789	0.000999	0.00151	251	0.25589	0.002997	0.018503	320	0.19036	0.001998	0.013547
regulation_of_protein_tyrosine_kinase_activity(8)	61	0.52802	0.79221	1	0.47198	0.20879	0.38766	0.28451	0.000999	0.00151	30	0.32863	0.61938	0.76196	30	0.21654	0.26374	0.42498
regulation_of_protein_ubiquitination(8)	149	0.54133	0.95305	1	0.45867	0.047952	0.13164	0.20041	0.000999	0.00151	67	0.20159	0.001998	0.013454	80	0.17944	0.013986	0.05669
regulation_of_protein_ubiquitination_involved_in_ubiquitin_dependent_protein_catabolic_process(8)	26	0.53981	0.78621	1	0.46019	0.21479	0.3954	0.20601	0.000999	0.00151	11	0.15212	0.055944	0.15977	14	0.19164	0.27473	0.43586
regulation_of_proteolysis(6)	611	0.54751	1	1	0.45249	0.000999	0.0072255	0.24768	0.000999	0.00151	245	0.16895	0.000999	0.0078325	307	0.16593	0.000999	0.0079587
regulation_of_proteolysis_involved_in_cellular_protein_catabolic_process(7)	211	0.4532	0.12587	0.88747	0.5468	0.87512	1	0.19718	0.000999	0.00151	108	0.12738	0.000999	0.0078325	96	0.21718	0.13886	0.2783
regulation_of_proton_transport(6)	15	0.51292	0.62537	1	0.48708	0.37562	0.57786	0.48591	0.31568	0.33102	7	0.46948	0.87413	0.93501	4	0.00055939	0.028971	0.095835
regulation_of_pseudopodium_assembly(5)	10	0.54872	0.7033	1	0.45128	0.2977	0.49228	0.30964	0.04995	0.057554	5	0.40708	0.71329	0.83344	5	0.2122	0.43856	0.59075
regulation_of_purine_nucleotide_biosynthetic_process(7)	124	0.51567	0.8022	1	0.48433	0.1988	0.37314	0.54913	0.55644	0.57169	46	0.42093	0.98202	0.99407	38	0.22974	0.35465	0.51359
regulation_of_purine_nucleotide_metabolic_process(7)	156	0.52979	0.92108	1	0.47021	0.07992	0.19083	0.47619	0.026973	0.032138	58	0.35361	0.80819	0.89605	55	0.19593	0.083916	0.19956
regulation_of_reactive_oxygen_species_biosynthetic_process(5)	60	0.65928	1	1	0.34072	0.000999	0.0072255	0.16126	0.000999	0.00151	19	0.16189	0.021978	0.082248	39	0.11794	0.002997	0.018216
regulation_of_reactive_oxygen_species_metabolic_process(5)	135	0.5976	1	1	0.4024	0.000999	0.0072255	0.1717	0.000999	0.00151	53	0.18634	0.001998	0.013454	78	0.11929	0.000999	0.0079587
regulation_of_receptor_activity(4)	102	0.53022	0.88112	1	0.46978	0.11988	0.26032	0.30058	0.000999	0.00151	47	0.30278	0.3996	0.58231	49	0.21282	0.2028	0.35583
regulation_of_receptor_binding(6)	14	0.52112	0.66533	1	0.47888	0.33566	0.53275	0.39539	0.10789	0.11904	4	1.9094e-06	0.002997	0.018503	7	0.36221	0.81518	0.88789
regulation_of_receptor_biosynthetic_process(5)	19	0.61253	0.91708	1	0.38747	0.083916	0.19805	0.19011	0.000999	0.00151	7	0.20631	0.21878	0.39985	12	0.18066	0.23976	0.39853
regulation_of_receptor_internalization(5)	29	0.48172	0.49451	1	0.51828	0.50649	0.71225	0.38366	0.027972	0.03324	14	0.32509	0.55844	0.71272	14	0.39822	0.94605	0.97205
regulation_of_receptor_mediated_endocytosis(5)	58	0.48929	0.55844	1	0.51071	0.44256	0.6473	0.31098	0.000999	0.00151	27	0.23773	0.12887	0.27986	29	0.33167	0.8991	0.94292
regulation_of_receptor_recycling(4)	24	0.60116	0.92607	1	0.39884	0.074925	0.18281	0.2228	0.000999	0.00151	8	0.13767	0.055944	0.15977	16	0.26537	0.55245	0.68768
regulation_of_regulated_secretory_pathway(6)	40	0.45279	0.30769	1	0.54721	0.69331	0.88268	0.20521	0.000999	0.00151	22	0.19591	0.048951	0.1465	16	0.11864	0.034965	0.10813
regulation_of_regulatory_T_cell_differentiation(8)	11	0.51845	0.64336	1	0.48155	0.35764	0.55735	0.37544	0.11389	0.12543	4	0.18274	0.22977	0.41282	5	0.27978	0.58342	0.71076
regulation_of_relaxation_of_muscle(6)	10	0.50523	0.57143	1	0.49477	0.42957	0.63424	0.33848	0.074925	0.084234	5	0.34789	0.58442	0.73464	4	0.16133	0.31968	0.4802
regulation_of_release_of_cytochrome_c_from_mitochondria(6)	41	0.64335	0.998	1	0.35665	0.002997	0.016408	0.17188	0.000999	0.00151	15	0.25049	0.23576	0.41997	25	0.091583	0.003996	0.02234
regulation_of_release_of_sequestered_calcium_ion_into_cytosol(5)	62	0.4832	0.52747	1	0.5168	0.47353	0.67855	0.32034	0.000999	0.00151	30	0.26688	0.23477	0.41887	25	0.19419	0.19281	0.34407
regulation_of_release_of_sequestered_calcium_ion_into_cytosol_by_sarcoplasmic_reticulum(6)	15	0.43203	0.2977	1	0.56797	0.7033	0.89269	0.30624	0.016983	0.0208	8	0.23064	0.24076	0.42615	6	0.2914	0.66633	0.7797
regulation_of_renal_sodium_excretion(5)&renal_sodium_excretion(6)	21	0.79015	1	1	0.20985	0.000999	0.0072255	0.54896	0.51049	0.52657	2	0.51803	0.81718	0.90049	11	0.22655	0.38961	0.54625
regulation_of_renal_system_process(5)	35	0.65101	0.99101	1	0.34899	0.00999	0.039912	0.46035	0.13886	0.15167	8	0.32917	0.53546	0.69508	19	0.28836	0.70729	0.80923
regulation_of_reproductive_process(3)	97	0.54101	0.92208	1	0.45899	0.078921	0.18939	0.42245	0.002997	0.004179	38	0.34814	0.72028	0.83721	41	0.23778	0.39061	0.54674
regulation_of_respiratory_burst(4)	9	0.66324	0.92208	1	0.33676	0.078921	0.18939	0.21527	0.005994	0.0079142	3	0.25821	0.3966	0.57934	5	0.032552	0.063936	0.1652
regulation_of_respiratory_gaseous_exchange(4)	23	0.46161	0.3956	1	0.53839	0.60539	0.80257	0.36163	0.023976	0.028843	9	0.10326	0.027972	0.096966	10	0.33881	0.80519	0.8806
regulation_of_respiratory_gaseous_exchange_by_neurological_system_process(6)	13	0.41775	0.25874	1	0.58225	0.74226	0.92243	0.3953	0.092907	0.10322	5	0.049394	0.023976	0.087328	5	0.37838	0.78721	0.86731
regulation_of_respiratory_system_process(5)	16	0.47536	0.43157	1	0.52464	0.56943	0.76871	0.32279	0.017982	0.021963	6	0.043663	0.011988	0.051565	7	0.27181	0.56444	0.69652
regulation_of_response_to_DNA_damage_stimulus(5)	118	0.3457	0.000999	0.0217	0.6543	1	1	0.15147	0.000999	0.00151	75	0.093837	0.000999	0.0078325	41	0.21551	0.24875	0.4082
regulation_of_response_to_biotic_stimulus(4)	78	0.4745	0.4026	1	0.5255	0.5984	0.79613	0.20843	0.000999	0.00151	39	0.15874	0.001998	0.013454	37	0.21803	0.27073	0.4326
regulation_of_response_to_cytokine_stimulus(4)	70	0.54434	0.88811	1	0.45566	0.11289	0.24818	0.093314	0.000999	0.00151	32	0.10393	0.001998	0.013454	37	0.059632	0.000999	0.0079587
regulation_of_response_to_external_stimulus(4)	543	0.56539	1	1	0.43461	0.000999	0.0072255	0.24525	0.000999	0.00151	223	0.22887	0.000999	0.0078325	281	0.15349	0.000999	0.0079587
regulation_of_response_to_extracellular_stimulus(5)&regulation_of_response_to_nutrient_levels(6)	59	0.63681	0.996	1	0.36319	0.004995	0.023727	0.30531	0.000999	0.00151	19	0.28862	0.37762	0.56243	32	0.14155	0.021978	0.078483
regulation_of_response_to_food(5)	19	0.67488	0.98801	1	0.32512	0.012987	0.048779	0.61544	0.77622	0.78951	4	0.56757	0.94106	0.97442	7	0.20328	0.35065	0.50968
regulation_of_response_to_interferon_gamma(5)	10	0.78886	0.997	1	0.21114	0.003996	0.020197	0.047505	0.000999	0.00151	2	0.063051	0.21179	0.39244	8	0.043619	0.015984	0.062081
regulation_of_response_to_oxidative_stress(5)	53	0.60353	0.98701	1	0.39647	0.013986	0.051494	0.1229	0.000999	0.00151	21	0.14954	0.00999	0.046407	31	0.07656	0.000999	0.0079587
regulation_of_response_to_reactive_oxygen_species(6)	30	0.59517	0.93906	1	0.40483	0.061938	0.1591	0.14079	0.000999	0.00151	12	0.15599	0.031968	0.10709	17	0.079525	0.007992	0.037427
regulation_of_response_to_tumor_cell(5)&regulation_of_immune_response_to_tumor_cell(5)	13	0.42315	0.27872	1	0.57685	0.72228	0.90768	0.25682	0.003996	0.0054487	6	0.041176	0.011988	0.051565	6	0.34859	0.7952	0.87224
regulation_of_response_to_wounding(5)	331	0.55153	1	1	0.44847	0.000999	0.0072255	0.24832	0.000999	0.00151	145	0.25116	0.013986	0.058611	162	0.13443	0.000999	0.0079587
regulation_of_retinoic_acid_receptor_signaling_pathway(5)	15	0.55166	0.74925	1	0.44834	0.25175	0.43946	0.11619	0.000999	0.00151	7	0.16375	0.11988	0.26702	8	0.074578	0.042957	0.12434
regulation_of_ruffle_assembly(5)	15	0.66026	0.96603	1	0.33974	0.034965	0.10412	0.26151	0.006993	0.0091344	4	0.21631	0.31469	0.5035	11	0.27795	0.5964	0.72133
regulation_of_ryanodine_sensitive_calcium_release_channel_activity(8)	14	0.57882	0.82817	1	0.42118	0.17283	0.33741	0.27021	0.00999	0.012739	6	0.31936	0.52947	0.68958	7	0.12383	0.14386	0.28423
regulation_of_secretion(5)	632	0.54365	1	1	0.45635	0.000999	0.0072255	0.33495	0.000999	0.00151	262	0.2905	0.11089	0.2542	294	0.20264	0.002997	0.018216
regulation_of_secretion_by_cell(5)	584	0.53742	1	1	0.46258	0.000999	0.0072255	0.33697	0.000999	0.00151	246	0.29148	0.12288	0.27108	270	0.21143	0.011988	0.051
regulation_of_sensory_perception(6)&regulation_of_sensory_perception_of_pain(7)	38	0.64345	0.99201	1	0.35655	0.008991	0.036865	0.52393	0.40759	0.42296	10	0.52582	0.97303	0.99083	20	0.33257	0.86913	0.92571
regulation_of_sequence_specific_DNA_binding_transcription_factor_activity(4)	310	0.55354	0.999	1	0.44646	0.001998	0.012017	0.24389	0.000999	0.00151	132	0.23017	0.001998	0.013454	159	0.16493	0.000999	0.0079587
regulation_of_sequestering_of_calcium_ion(4)	87	0.47512	0.4016	1	0.52488	0.5994	0.79714	0.30364	0.000999	0.00151	42	0.23196	0.058941	0.16557	37	0.23444	0.38462	0.54129
regulation_of_sequestering_of_triglyceride(5)	12	0.78909	0.99401	1	0.21091	0.006993	0.030598	0.088586	0.000999	0.00151	2	0.00028459	0.05994	0.16711	10	0.10625	0.068931	0.17387
regulation_of_short_term_neuronal_synaptic_plasticity(6)	11	0.59784	0.85015	1	0.40216	0.15085	0.30626	0.43049	0.1998	0.21409	5	0.58878	0.95704	0.98219	6	0.29858	0.68132	0.79156
regulation_of_signal_transduction_by_p53_class_mediator(6)	46	0.37859	0.030969	0.3159	0.62141	0.97003	1	0.28864	0.000999	0.00151	28	0.22488	0.081918	0.20441	16	0.31129	0.78022	0.86116
regulation_of_sister_chromatid_cohesion(5)	10	0.25866	0.040959	0.395	0.74134	0.96004	1	0.082791	0.000999	0.00151	7	8.3852e-05	0.000999	0.0078325	3	0.27578	0.54745	0.68388
regulation_of_sister_chromatid_segregation(5)	45	0.1672	0.000999	0.0217	0.8328	1	1	0.086931	0.000999	0.00151	37	0.039993	0.000999	0.0078325	8	0.30402	0.68531	0.79358
regulation_of_skeletal_muscle_adaptation(5)	12	0.55536	0.74326	1	0.44464	0.25774	0.44621	0.38589	0.11289	0.12445	6	0.48738	0.88911	0.94574	5	0.14129	0.22977	0.38799
regulation_of_skeletal_muscle_cell_differentiation(5)	16	0.43778	0.31469	1	0.56222	0.68631	0.8766	0.46584	0.25075	0.26596	9	0.42841	0.83217	0.9095	5	0.31957	0.68531	0.79358
regulation_of_skeletal_muscle_cell_proliferation(5)	9	0.3365	0.14086	0.94545	0.6635	0.86014	1	0.4851	0.33167	0.34729	6	0.39582	0.73127	0.84601	2	0.49548	0.88212	0.93095
regulation_of_skeletal_muscle_fiber_development(6)	11	0.54824	0.73526	1	0.45176	0.26573	0.45535	0.55002	0.52448	0.5405	3	0.27153	0.42358	0.60356	3	0.078556	0.22078	0.37835
regulation_of_skeletal_muscle_tissue_development(6)	47	0.40085	0.075924	0.62682	0.59915	0.92507	1	0.41657	0.025974	0.031041	25	0.30086	0.43257	0.6109	13	0.23516	0.43856	0.59075
regulation_of_small_GTPase_mediated_signal_transduction(6)	429	0.52024	0.96603	1	0.47976	0.034965	0.10412	0.19397	0.000999	0.00151	207	0.20614	0.000999	0.0078325	216	0.15993	0.000999	0.0079587
regulation_of_smooth_muscle_cell_apoptotic_process(8)&smooth_muscle_cell_apoptotic_process(9)	17	0.52762	0.67532	1	0.47238	0.32567	0.5212	0.28167	0.005994	0.0079142	7	0.19088	0.18482	0.35836	9	0.27246	0.57942	0.70809
regulation_of_smooth_muscle_cell_differentiation(6)	16	0.42761	0.28372	1	0.57239	0.71728	0.90377	0.26795	0.004995	0.0066792	9	0.22059	0.21479	0.39558	7	0.32883	0.72727	0.82295
regulation_of_smooth_muscle_cell_migration(6)	53	0.62544	0.996	1	0.37456	0.004995	0.023727	0.2793	0.000999	0.00151	19	0.33153	0.5954	0.74176	32	0.20324	0.16484	0.31038
regulation_of_smooth_muscle_cell_proliferation(5)	106	0.57186	0.98901	1	0.42814	0.011988	0.045744	0.26253	0.000999	0.00151	44	0.275	0.22378	0.40499	56	0.17371	0.026973	0.090934
regulation_of_smooth_muscle_contraction(7)	51	0.45878	0.30969	1	0.54122	0.69131	0.88164	0.44777	0.064935	0.073632	23	0.31247	0.48951	0.65556	19	0.34997	0.9031	0.94519
regulation_of_smoothened_signaling_pathway(5)	65	0.54849	0.88711	1	0.45151	0.11389	0.24989	0.2256	0.000999	0.00151	28	0.21026	0.048951	0.1465	35	0.19363	0.13287	0.26977
regulation_of_sodium_ion_transmembrane_transport(6)	46	0.57796	0.93806	1	0.42204	0.062937	0.16105	0.30522	0.000999	0.00151	19	0.33129	0.59441	0.74134	23	0.16286	0.075924	0.18598
regulation_of_sodium_ion_transmembrane_transporter_activity(7)	37	0.62847	0.98801	1	0.37153	0.012987	0.048779	0.30335	0.000999	0.00151	13	0.34461	0.62238	0.7641	21	0.17828	0.14186	0.28195
regulation_of_sodium_ion_transport(7)	73	0.57804	0.97602	1	0.42196	0.024975	0.080787	0.29938	0.000999	0.00151	30	0.31666	0.54046	0.69858	35	0.12442	0.002997	0.018216
regulation_of_spindle_assembly(5)	11	0.63222	0.91309	1	0.36778	0.087912	0.20488	0.013014	0.000999	0.00151	4	0.0065019	0.017982	0.070993	7	0.016734	0.011988	0.051
regulation_of_spindle_checkpoint(7)	14	0.062737	0.000999	0.0217	0.93726	1	1	0.12547	0.000999	0.00151	14	0.12547	0.015984	0.064908	0	NA	NA	NA
regulation_of_spindle_organization(6)	20	0.49688	0.57143	1	0.50312	0.42957	0.63424	0.0089379	0.000999	0.00151	10	0.002695	0.000999	0.0078325	10	0.015181	0.001998	0.013547
regulation_of_sprouting_angiogenesis(6)	19	0.70212	0.99401	1	0.29788	0.006993	0.030598	0.26748	0.002997	0.004179	5	0.33585	0.55345	0.70811	13	0.18483	0.22977	0.38799
regulation_of_stem_cell_differentiation(5)	97	0.50009	0.64735	1	0.49991	0.35365	0.55279	0.31475	0.000999	0.00151	47	0.29305	0.33267	0.52263	44	0.24448	0.42757	0.57933
regulation_of_stem_cell_maintenance(4)	18	0.35233	0.082917	0.66972	0.64767	0.91808	1	0.2824	0.005994	0.0079142	12	0.2526	0.26074	0.44557	5	0.21039	0.43357	0.58615
regulation_of_stem_cell_proliferation(5)	106	0.59246	0.997	1	0.40754	0.003996	0.020197	0.26554	0.000999	0.00151	38	0.20922	0.017982	0.070993	58	0.17581	0.027972	0.093501
regulation_of_steroid_biosynthetic_process(6)	62	0.71063	1	1	0.28937	0.000999	0.0072255	0.24402	0.000999	0.00151	16	0.29882	0.44156	0.61798	42	0.15115	0.011988	0.051
regulation_of_steroid_hormone_biosynthetic_process(6)	17	0.67184	0.97902	1	0.32816	0.021978	0.073501	0.34971	0.032967	0.038764	6	0.537	0.94206	0.97442	10	0.17232	0.22278	0.38031
regulation_of_steroid_hormone_secretion(4)	20	0.65206	0.96204	1	0.34794	0.038961	0.11248	0.46581	0.22577	0.24057	5	0.41823	0.74226	0.85191	11	0.29319	0.65734	0.77256
regulation_of_steroid_metabolic_process(6)	85	0.77568	1	1	0.22432	0.000999	0.0072255	0.19108	0.000999	0.00151	17	0.29126	0.40959	0.59081	64	0.11392	0.000999	0.0079587
regulation_of_sterol_transport(6)&regulation_of_cholesterol_transport(7)	31	0.8348	1	1	0.1652	0.000999	0.0072255	0.19647	0.000999	0.00151	4	0.22989	0.34765	0.5351	24	0.090456	0.00999	0.044332
regulation_of_stress_activated_MAPK_cascade(6)	167	0.58727	1	1	0.41273	0.000999	0.0072255	0.22345	0.000999	0.00151	64	0.20365	0.004995	0.026952	95	0.17139	0.006993	0.034284
regulation_of_stress_activated_protein_kinase_signaling_cascade(5)	168	0.58978	1	1	0.41022	0.000999	0.0072255	0.22226	0.000999	0.00151	64	0.20365	0.004995	0.026952	96	0.16985	0.005994	0.03055
regulation_of_stress_fiber_assembly(5)	61	0.61715	0.996	1	0.38285	0.004995	0.023727	0.25293	0.000999	0.00151	25	0.36505	0.75724	0.861	34	0.12654	0.007992	0.037427
regulation_of_striated_muscle_cell_apoptotic_process(8)	22	0.37769	0.097902	0.75099	0.62231	0.9031	1	0.24892	0.000999	0.00151	12	0.10765	0.008991	0.042839	8	0.27304	0.58741	0.71368
regulation_of_striated_muscle_cell_differentiation(6)	87	0.55767	0.96404	1	0.44233	0.036963	0.10848	0.32689	0.000999	0.00151	37	0.33022	0.60639	0.75069	41	0.17612	0.061938	0.16166
regulation_of_striated_muscle_contraction(7)	72	0.57807	0.97602	1	0.42193	0.024975	0.080787	0.2831	0.000999	0.00151	29	0.28234	0.30569	0.49432	35	0.11987	0.000999	0.0079587
regulation_of_striated_muscle_tissue_development(5)	114	0.4967	0.65435	1	0.5033	0.34665	0.54593	0.35903	0.000999	0.00151	52	0.29124	0.34166	0.5299	45	0.19522	0.10989	0.23853
regulation_of_substrate_adhesion_dependent_cell_spreading(5)	30	0.50397	0.61538	1	0.49603	0.38561	0.58958	0.23428	0.000999	0.00151	14	0.1881	0.083916	0.20769	16	0.2747	0.6004	0.72446
regulation_of_sulfur_metabolic_process(5)	10	0.45774	0.41858	1	0.54226	0.58242	0.78199	0.12339	0.000999	0.00151	6	0.19905	0.21578	0.3972	4	0.0098998	0.060939	0.1603
regulation_of_superoxide_anion_generation(7)	15	0.53977	0.71528	1	0.46023	0.28571	0.47859	0.038687	0.000999	0.00151	7	0.055236	0.011988	0.051565	8	0.024206	0.00999	0.044332
regulation_of_superoxide_metabolic_process(6)	21	0.57878	0.87313	1	0.42122	0.12787	0.27299	0.034696	0.000999	0.00151	9	0.057642	0.010989	0.049003	12	0.017486	0.003996	0.02234
regulation_of_symbiosis_encompassing_mutualism_through_parasitism(4)	155	0.51953	0.86913	1	0.48047	0.13187	0.27868	0.17794	0.000999	0.00151	73	0.16712	0.000999	0.0078325	76	0.12343	0.000999	0.0079587
regulation_of_synapse_assembly(4)	79	0.51267	0.74026	1	0.48733	0.26074	0.44955	0.38725	0.000999	0.00151	36	0.35407	0.73227	0.84644	39	0.35504	0.97502	0.98892
regulation_of_synapse_maturation(5)	13	0.51429	0.5964	1	0.48571	0.4046	0.60889	0.28922	0.012987	0.016204	5	0.11312	0.06993	0.18486	8	0.39927	0.90509	0.94595
regulation_of_synapse_organization(4)	104	0.51251	0.78222	1	0.48749	0.21878	0.40034	0.38638	0.000999	0.00151	46	0.33325	0.63037	0.76883	53	0.37459	0.995	0.99979
regulation_of_synapse_structure_or_activity(4)	110	0.52071	0.83217	1	0.47929	0.16883	0.33193	0.38561	0.000999	0.00151	47	0.32643	0.59041	0.73926	56	0.35849	0.99301	0.99868
